county,precinct,office,district,party,candidate,election_day,votes
Hillsdale,"Pittsford Township, Precinct 1",President,,DEM,Bernie Sanders,25,25
Hillsdale,"Pittsford Township, Precinct 1",President,,DEM,Joe Sestak,0,0
Hillsdale,"Pittsford Township, Precinct 1",President,,DEM,Tom Steyer,0,0
Hillsdale,"Pittsford Township, Precinct 1",President,,DEM,Elizabeth Warren,0,0
Hillsdale,"Pittsford Township, Precinct 1",President,,DEM,Marianne Williamson,0,0
Hillsdale,"Pittsford Township, Precinct 1",President,,DEM,Andrew Yang,0,0
Hillsdale,"Pittsford Township, Precinct 1",President,,DEM,Uncommitted,1,1
Hillsdale,"Pittsford Township, Precinct 1",Ballots Cast,,DEM,,88,88
Hillsdale,"Pittsford Township, Precinct 1",President,,REP,Mark Sanford,0,0
Hillsdale,"Pittsford Township, Precinct 1",President,,REP,Donald J. Trump,163,163
Hillsdale,"Pittsford Township, Precinct 1",President,,REP,Joe Walsh,1,1
Hillsdale,"Pittsford Township, Precinct 1",President,,REP,Bill Weld,0,0
Hillsdale,"Pittsford Township, Precinct 1",President,,REP,Uncommitted,3,3
Hillsdale,"Pittsford Township, Precinct 1",Pittsford Area Schools Sinking Fund Millage Proposal,,NON,Yes,127,127
Hillsdale,"Pittsford Township, Precinct 1",Pittsford Area Schools Sinking Fund Millage Proposal,,NON,No,78,78
Hillsdale,"Pittsford Township, Precinct 1",Ballots Cast,,NON,,205,205
Hillsdale,"Pittsford Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,Yes,101,101
Hillsdale,"Pittsford Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,No,101,101
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Michael Bennet,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Joe Biden,30,30
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Michael R. Bloomberg,4,4
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Cory Booker,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Pete Buttigieg,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Julián Castro,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,John Delaney,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Tulsi Gabbard,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Amy Klobuchar,1,1
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Bernie Sanders,20,20
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Joe Sestak,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Tom Steyer,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Elizabeth Warren,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Marianne Williamson,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Andrew Yang,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,DEM,Uncommitted,0,0
Hillsdale,"Ransom Township, Precinct 1",Ballots Cast,,DEM,,55,55
Hillsdale,"Ransom Township, Precinct 1",President,,REP,Mark Sanford,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,REP,Donald J. Trump,80,80
Hillsdale,"Ransom Township, Precinct 1",President,,REP,Joe Walsh,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,REP,Bill Weld,0,0
Hillsdale,"Ransom Township, Precinct 1",President,,REP,Uncommitted,2,2
Hillsdale,"Ransom Township, Precinct 1",Pittsford Area Schools Sinking Fund Millage Proposal,,NON,Yes,36,36
Hillsdale,"Ransom Township, Precinct 1",Pittsford Area Schools Sinking Fund Millage Proposal,,NON,No,43,43
Hillsdale,"Ransom Township, Precinct 1",Ballots Cast,,NON,,79,79
Hillsdale,"Ransom Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,Yes,75,75
Hillsdale,"Ransom Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,No,66,66
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Michael Bennet,0,0
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Joe Biden,94,94
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Michael R. Bloomberg,10,10
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Cory Booker,0,0
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Pete Buttigieg,4,4
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Julián Castro,0,0
Hillsdale,"Reading Township, Precinct 1",President,,DEM,John Delaney,0,0
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Tulsi Gabbard,1,1
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Amy Klobuchar,2,2
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Bernie Sanders,55,55
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Joe Sestak,0,0
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Tom Steyer,0,0
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Elizabeth Warren,4,4
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Marianne Williamson,0,0
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Andrew Yang,0,0
Hillsdale,"Reading Township, Precinct 1",President,,DEM,Uncommitted,2,2
Hillsdale,"Reading Township, Precinct 1",Ballots Cast,,DEM,,172,172
Hillsdale,"Reading Township, Precinct 1",President,,REP,Mark Sanford,0,0
Hillsdale,"Reading Township, Precinct 1",President,,REP,Donald J. Trump,160,160
Hillsdale,"Reading Township, Precinct 1",President,,REP,Joe Walsh,1,1
Hillsdale,"Reading Township, Precinct 1",President,,REP,Bill Weld,2,2
Hillsdale,"Reading Township, Precinct 1",President,,REP,Uncommitted,8,8
Hillsdale,"Reading Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,Yes,182,182
Hillsdale,"Reading Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,No,163,163
Hillsdale,"Reading Township, Precinct 1",Ballots Cast,,NON,,345,345
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Michael Bennet,0,0
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Joe Biden,49,49
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Michael R. Bloomberg,5,5
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Cory Booker,0,0
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Pete Buttigieg,0,0
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Julián Castro,0,0
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,John Delaney,0,0
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Tulsi Gabbard,1,1
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Amy Klobuchar,2,2
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Bernie Sanders,30,30
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Joe Sestak,0,0
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Tom Steyer,0,0
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Elizabeth Warren,3,3
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Marianne Williamson,1,1
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Andrew Yang,0,0
Hillsdale,"Scipio Township, Precinct 1",President,,DEM,Uncommitted,2,2
Hillsdale,"Scipio Township, Precinct 1",Ballots Cast,,DEM,,93,93
Hillsdale,"Scipio Township, Precinct 1",President,,REP,Mark Sanford,2,2
Hillsdale,"Scipio Township, Precinct 1",President,,REP,Donald J. Trump,146,146
Hillsdale,"Scipio Township, Precinct 1",President,,REP,Joe Walsh,2,2
Hillsdale,"Scipio Township, Precinct 1",President,,REP,Bill Weld,1,1
Hillsdale,"Scipio Township, Precinct 1",President,,REP,Uncommitted,4,4
Hillsdale,"Scipio Township, Precinct 1",Litchfield Community Schools Sinking Fund Millage Proposal,,NON,Yes,9,9
Hillsdale,"Scipio Township, Precinct 1",Litchfield Community Schools Sinking Fund Millage Proposal,,NON,No,20,20
Hillsdale,"Scipio Township, Precinct 1",Ballots Cast,,NON,,29,29
Hillsdale,"Scipio Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,Yes,136,136
Hillsdale,"Scipio Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,No,110,110
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Michael Bennet,0,0
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Joe Biden,119,119
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Michael R. Bloomberg,8,8
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Cory Booker,0,0
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Pete Buttigieg,6,6
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Julián Castro,0,0
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,John Delaney,0,0
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Tulsi Gabbard,1,1
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Amy Klobuchar,2,2
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Bernie Sanders,62,62
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Joe Sestak,0,0
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Tom Steyer,0,0
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Elizabeth Warren,1,1
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Marianne Williamson,0,0
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Andrew Yang,0,0
Hillsdale,"Somerset Township, Precinct 1",President,,DEM,Uncommitted,3,3
Hillsdale,"Somerset Township, Precinct 1",Ballots Cast,,DEM,,202,202
Hillsdale,"Somerset Township, Precinct 1",President,,REP,Mark Sanford,0,0
Hillsdale,"Somerset Township, Precinct 1",President,,REP,Donald J. Trump,137,137
Hillsdale,"Somerset Township, Precinct 1",President,,REP,Joe Walsh,0,0
Hillsdale,"Somerset Township, Precinct 1",President,,REP,Bill Weld,0,0
Hillsdale,"Somerset Township, Precinct 1",President,,REP,Uncommitted,6,6
Hillsdale,"Somerset Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,Yes,56,56
Hillsdale,"Somerset Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,No,41,41
Hillsdale,"Somerset Township, Precinct 1",Ballots Cast,,NON,,97,97
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Michael Bennet,1,1
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Joe Biden,172,172
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Michael R. Bloomberg,9,9
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Cory Booker,0,0
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Pete Buttigieg,7,7
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Julián Castro,0,0
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,John Delaney,0,0
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Tulsi Gabbard,5,5
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Amy Klobuchar,1,1
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Bernie Sanders,69,69
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Joe Sestak,1,1
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Tom Steyer,0,0
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Elizabeth Warren,7,7
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Marianne Williamson,0,0
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Andrew Yang,0,0
Hillsdale,"Somerset Township, Precinct 2",President,,DEM,Uncommitted,3,3
Hillsdale,"Somerset Township, Precinct 2",Ballots Cast,,DEM,,275,275
Hillsdale,"Somerset Township, Precinct 2",President,,REP,Mark Sanford,1,1
Hillsdale,"Somerset Township, Precinct 2",President,,REP,Donald J. Trump,143,143
Hillsdale,"Somerset Township, Precinct 2",President,,REP,Joe Walsh,1,1
Hillsdale,"Somerset Township, Precinct 2",President,,REP,Bill Weld,0,0
Hillsdale,"Somerset Township, Precinct 2",President,,REP,Uncommitted,5,5
Hillsdale,"Somerset Township, Precinct 2",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,Yes,8,8
Hillsdale,"Somerset Township, Precinct 2",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,No,4,4
Hillsdale,"Somerset Township, Precinct 2",Ballots Cast,,NON,,12,12
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Michael Bennet,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Joe Biden,43,43
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Michael R. Bloomberg,1,1
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Cory Booker,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Pete Buttigieg,2,2
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Julián Castro,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,John Delaney,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Tulsi Gabbard,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Amy Klobuchar,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Bernie Sanders,32,32
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Joe Sestak,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Tom Steyer,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Elizabeth Warren,1,1
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Marianne Williamson,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Andrew Yang,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,DEM,Uncommitted,1,1
Hillsdale,"Wheatland Township, Precinct 1",Ballots Cast,,DEM,,80,80
Hillsdale,"Wheatland Township, Precinct 1",President,,REP,Mark Sanford,1,1
Hillsdale,"Wheatland Township, Precinct 1",President,,REP,Donald J. Trump,124,124
Hillsdale,"Wheatland Township, Precinct 1",President,,REP,Joe Walsh,0,0
Hillsdale,"Wheatland Township, Precinct 1",President,,REP,Bill Weld,2,2
Hillsdale,"Wheatland Township, Precinct 1",President,,REP,Uncommitted,4,4
Hillsdale,"Wheatland Township, Precinct 1",Pittsford Area Schools Sinking Fund Millage Proposal,,NON,Yes,49,49
Hillsdale,"Wheatland Township, Precinct 1",Pittsford Area Schools Sinking Fund Millage Proposal,,NON,No,30,30
Hillsdale,"Wheatland Township, Precinct 1",Ballots Cast,,NON,,79,79
Hillsdale,"Wheatland Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,Yes,55,55
Hillsdale,"Wheatland Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,No,52,52
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Michael Bennet,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Joe Biden,17,17
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Michael R. Bloomberg,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Cory Booker,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Pete Buttigieg,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Julián Castro,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,John Delaney,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Tulsi Gabbard,1,1
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Amy Klobuchar,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Bernie Sanders,24,24
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Joe Sestak,1,1
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Tom Steyer,1,1
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Elizabeth Warren,1,1
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Marianne Williamson,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Andrew Yang,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,DEM,Uncommitted,0,0
Hillsdale,"Woodbridge Township, Precinct 1",Ballots Cast,,DEM,,45,45
Hillsdale,"Woodbridge Township, Precinct 1",President,,REP,Mark Sanford,1,1
Hillsdale,"Woodbridge Township, Precinct 1",President,,REP,Donald J. Trump,84,84
Hillsdale,"Woodbridge Township, Precinct 1",President,,REP,Joe Walsh,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,REP,Bill Weld,0,0
Hillsdale,"Woodbridge Township, Precinct 1",President,,REP,Uncommitted,4,4
Hillsdale,"Woodbridge Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,Yes,64,64
Hillsdale,"Woodbridge Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,No,79,79
Hillsdale,"Woodbridge Township, Precinct 1",Ballots Cast,,NON,,143,143
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Michael Bennet,0,0
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Joe Biden,50,50
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Michael R. Bloomberg,7,7
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Cory Booker,0,0
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Pete Buttigieg,0,0
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Julián Castro,0,0
Hillsdale,"Wright Township, Precinct 1",President,,DEM,John Delaney,0,0
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Tulsi Gabbard,1,1
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Amy Klobuchar,2,2
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Bernie Sanders,35,35
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Joe Sestak,0,0
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Tom Steyer,0,0
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Elizabeth Warren,2,2
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Marianne Williamson,0,0
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Andrew Yang,0,0
Hillsdale,"Wright Township, Precinct 1",President,,DEM,Uncommitted,1,1
Hillsdale,"Wright Township, Precinct 1",Ballots Cast,,DEM,,98,98
Hillsdale,"Wright Township, Precinct 1",President,,REP,Mark Sanford,1,1
Hillsdale,"Wright Township, Precinct 1",President,,REP,Donald J. Trump,136,136
Hillsdale,"Wright Township, Precinct 1",President,,REP,Joe Walsh,1,1
Hillsdale,"Wright Township, Precinct 1",President,,REP,Bill Weld,1,1
Hillsdale,"Wright Township, Precinct 1",President,,REP,Uncommitted,6,6
Hillsdale,"Wright Township, Precinct 1",Pittsford Area Schools Sinking Fund Millage Proposal,,NON,Yes,20,20
Hillsdale,"Wright Township, Precinct 1",Pittsford Area Schools Sinking Fund Millage Proposal,,NON,No,3,3
Hillsdale,"Wright Township, Precinct 1",Ballots Cast,,NON,,23,23
Hillsdale,"Wright Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,Yes,147,147
Hillsdale,"Wright Township, Precinct 1",Hillsdale County Intermediate School District Area Career and Technical Education Proposal,,NON,No,97,97
