county,precinct,office,district,party,candidate,election_day,av_counting_boards,early_voting,votes
Leelanau,"Bingham Township, Precinct 1",Ballots Cast,,,,480,1102,457,2039
Leelanau,"Centerville Township, Precinct 1",Ballots Cast,,,,353,448,174,975
Leelanau,"Cleveland Township, Precinct 1",Ballots Cast,,,,711,0,161,872
Leelanau,"Elmwood Township, Precinct 1",Ballots Cast,,,,677,1206,391,2274
Leelanau,"Elmwood Township, Precinct 2",Ballots Cast,,,,399,768,211,1378
Leelanau,"Empire Township, Precinct 1",Ballots Cast,,,,978,0,112,1090
Leelanau,"Glen Arbor Township, Precinct 1",Ballots Cast,,,,248,475,69,792
Leelanau,"Kasson Township, Precinct 1",Ballots Cast,,,,1034,0,163,1197
Leelanau,"Leelanau Township, Precinct 1",Ballots Cast,,,,537,955,325,1817
Leelanau,"Leland Township, Precinct 1",Ballots Cast,,,,403,938,362,1703
Leelanau,"Solon Township, Precinct 1",Ballots Cast,,,,489,459,234,1182
Leelanau,"Suttons Bay Township, Precinct 1",Ballots Cast,,,,600,1004,497,2101
Leelanau,"City of Traverse City, Precinct 4",Ballots Cast,,,,334,0,80,414
Leelanau,"Platte Township, Precinct 1 (Benzie County)",Ballots Cast,,,,6,0,0,6
Leelanau,"Bingham Township, Precinct 1",Registered Voters,,,,,,,2280
Leelanau,"Centerville Township, Precinct 1",Registered Voters,,,,,,,1123
Leelanau,"Cleveland Township, Precinct 1",Registered Voters,,,,,,,964
Leelanau,"Elmwood Township, Precinct 1",Registered Voters,,,,,,,2541
Leelanau,"Elmwood Township, Precinct 2",Registered Voters,,,,,,,1550
Leelanau,"Empire Township, Precinct 1",Registered Voters,,,,,,,1201
Leelanau,"Glen Arbor Township, Precinct 1",Registered Voters,,,,,,,865
Leelanau,"Kasson Township, Precinct 1",Registered Voters,,,,,,,1355
Leelanau,"Leelanau Township, Precinct 1",Registered Voters,,,,,,,2016
Leelanau,"Leland Township, Precinct 1",Registered Voters,,,,,,,1915
Leelanau,"Solon Township, Precinct 1",Registered Voters,,,,,,,1339
Leelanau,"Suttons Bay Township, Precinct 1",Registered Voters,,,,,,,2462
Leelanau,"City of Traverse City, Precinct 4",Registered Voters,,,,,,,475
Leelanau,"Platte Township, Precinct 1 (Benzie County)",Registered Voters,,,,,,,8
Leelanau,"Bingham Township, Precinct 1",Straight Party,,DEM,Democratic,85,269,74,428
Leelanau,"Bingham Township, Precinct 1",Straight Party,,REP,Republican,136,284,162,582
Leelanau,"Bingham Township, Precinct 1",Straight Party,,LIB,Libertarian,1,1,0,2
Leelanau,"Bingham Township, Precinct 1",Straight Party,,GRN,Green,0,1,0,1
Leelanau,"Bingham Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Leelanau,"Bingham Township, Precinct 1",Straight Party,,WCP,Working Class,0,0,0,0
Leelanau,"Bingham Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Leelanau,"Centerville Township, Precinct 1",Straight Party,,DEM,Democratic,56,137,31,224
Leelanau,"Centerville Township, Precinct 1",Straight Party,,REP,Republican,84,97,53,234
Leelanau,"Centerville Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,0,1
Leelanau,"Centerville Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Leelanau,"Centerville Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Leelanau,"Centerville Township, Precinct 1",Straight Party,,WCP,Working Class,0,0,0,0
Leelanau,"Centerville Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Leelanau,"Cleveland Township, Precinct 1",Straight Party,,DEM,Democratic,170,0,32,202
Leelanau,"Cleveland Township, Precinct 1",Straight Party,,REP,Republican,150,0,45,195
Leelanau,"Cleveland Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,0,1
Leelanau,"Cleveland Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Leelanau,"Cleveland Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Leelanau,"Cleveland Township, Precinct 1",Straight Party,,WCP,Working Class,0,0,0,0
Leelanau,"Cleveland Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Leelanau,"Elmwood Township, Precinct 1",Straight Party,,DEM,Democratic,123,348,67,538
Leelanau,"Elmwood Township, Precinct 1",Straight Party,,REP,Republican,184,228,109,521
Leelanau,"Elmwood Township, Precinct 1",Straight Party,,LIB,Libertarian,2,1,0,3
Leelanau,"Elmwood Township, Precinct 1",Straight Party,,GRN,Green,1,1,0,2
Leelanau,"Elmwood Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Leelanau,"Elmwood Township, Precinct 1",Straight Party,,WCP,Working Class,2,0,0,2
Leelanau,"Elmwood Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Leelanau,"Elmwood Township, Precinct 2",Straight Party,,DEM,Democratic,81,178,22,281
Leelanau,"Elmwood Township, Precinct 2",Straight Party,,REP,Republican,103,191,63,357
Leelanau,"Elmwood Township, Precinct 2",Straight Party,,LIB,Libertarian,0,1,0,1
Leelanau,"Elmwood Township, Precinct 2",Straight Party,,GRN,Green,1,0,0,1
Leelanau,"Elmwood Township, Precinct 2",Straight Party,,NLP,Natural Law,0,0,0,0
Leelanau,"Elmwood Township, Precinct 2",Straight Party,,WCP,Working Class,0,0,0,0
Leelanau,"Elmwood Township, Precinct 2",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Leelanau,"Empire Township, Precinct 1",Straight Party,,DEM,Democratic,255,0,14,269
Leelanau,"Empire Township, Precinct 1",Straight Party,,REP,Republican,183,0,44,227
Leelanau,"Empire Township, Precinct 1",Straight Party,,LIB,Libertarian,2,0,0,2
Leelanau,"Empire Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Leelanau,"Empire Township, Precinct 1",Straight Party,,NLP,Natural Law,1,0,0,1
Leelanau,"Empire Township, Precinct 1",Straight Party,,WCP,Working Class,0,0,0,0
Leelanau,"Empire Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Leelanau,"Glen Arbor Township, Precinct 1",Straight Party,,DEM,Democratic,38,139,20,197
Leelanau,"Glen Arbor Township, Precinct 1",Straight Party,,REP,Republican,42,109,21,172
Leelanau,"Glen Arbor Township, Precinct 1",Straight Party,,LIB,Libertarian,0,1,0,1
Leelanau,"Glen Arbor Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Leelanau,"Glen Arbor Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Leelanau,"Glen Arbor Township, Precinct 1",Straight Party,,WCP,Working Class,0,0,0,0
Leelanau,"Glen Arbor Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Leelanau,"Kasson Township, Precinct 1",Straight Party,,DEM,Democratic,201,0,20,221
Leelanau,"Kasson Township, Precinct 1",Straight Party,,REP,Republican,268,0,59,327
Leelanau,"Kasson Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,1,2
Leelanau,"Kasson Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Leelanau,"Kasson Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Leelanau,"Kasson Township, Precinct 1",Straight Party,,WCP,Working Class,2,0,1,3
Leelanau,"Kasson Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Leelanau,"Leelanau Township, Precinct 1",Straight Party,,DEM,Democratic,113,309,54,476
Leelanau,"Leelanau Township, Precinct 1",Straight Party,,REP,Republican,95,166,93,354
Leelanau,"Leelanau Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,0,1
Leelanau,"Leelanau Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Leelanau,"Leelanau Township, Precinct 1",Straight Party,,NLP,Natural Law,1,0,0,1
Leelanau,"Leelanau Township, Precinct 1",Straight Party,,WCP,Working Class,1,0,0,1
Leelanau,"Leelanau Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Leelanau,"Leland Township, Precinct 1",Straight Party,,DEM,Democratic,68,214,57,339
Leelanau,"Leland Township, Precinct 1",Straight Party,,REP,Republican,75,196,106,377
Leelanau,"Leland Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0,0
Leelanau,"Leland Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Leelanau,"Leland Township, Precinct 1",Straight Party,,NLP,Natural Law,1,1,0,2
Leelanau,"Leland Township, Precinct 1",Straight Party,,WCP,Working Class,2,0,0,2
Leelanau,"Leland Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,2,0,0,2
Leelanau,"Solon Township, Precinct 1",Straight Party,,DEM,Democratic,71,100,36,207
Leelanau,"Solon Township, Precinct 1",Straight Party,,REP,Republican,158,112,74,344
Leelanau,"Solon Township, Precinct 1",Straight Party,,LIB,Libertarian,2,0,0,2
Leelanau,"Solon Township, Precinct 1",Straight Party,,GRN,Green,1,0,0,1
Leelanau,"Solon Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Leelanau,"Solon Township, Precinct 1",Straight Party,,WCP,Working Class,1,1,0,2
Leelanau,"Solon Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Leelanau,"Suttons Bay Township, Precinct 1",Straight Party,,DEM,Democratic,173,298,91,562
Leelanau,"Suttons Bay Township, Precinct 1",Straight Party,,REP,Republican,128,197,141,466
Leelanau,"Suttons Bay Township, Precinct 1",Straight Party,,LIB,Libertarian,7,1,1,9
Leelanau,"Suttons Bay Township, Precinct 1",Straight Party,,GRN,Green,2,2,2,6
Leelanau,"Suttons Bay Township, Precinct 1",Straight Party,,NLP,Natural Law,3,0,0,3
Leelanau,"Suttons Bay Township, Precinct 1",Straight Party,,WCP,Working Class,6,2,1,9
Leelanau,"Suttons Bay Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,2,0,0,2
Leelanau,"City of Traverse City, Precinct 4",Straight Party,,DEM,Democratic,76,0,13,89
Leelanau,"City of Traverse City, Precinct 4",Straight Party,,REP,Republican,72,0,24,96
Leelanau,"City of Traverse City, Precinct 4",Straight Party,,LIB,Libertarian,2,0,1,3
Leelanau,"City of Traverse City, Precinct 4",Straight Party,,GRN,Green,1,0,0,1
Leelanau,"City of Traverse City, Precinct 4",Straight Party,,NLP,Natural Law,0,0,0,0
Leelanau,"City of Traverse City, Precinct 4",Straight Party,,WCP,Working Class,0,0,0,0
Leelanau,"City of Traverse City, Precinct 4",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Leelanau,"Bingham Township, Precinct 1",President,,DEM,Kamala D. Harris,193,592,153,938
Leelanau,"Bingham Township, Precinct 1",President,,REP,Donald J. Trump,274,487,300,1061
Leelanau,"Bingham Township, Precinct 1",President,,LIB,Chase Oliver,2,3,2,7
Leelanau,"Bingham Township, Precinct 1",President,,UST,Randall Terry,1,0,0,1
Leelanau,"Bingham Township, Precinct 1",President,,GRN,Jill Stein,1,1,0,2
Leelanau,"Bingham Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,3,7,2,12
Leelanau,"Bingham Township, Precinct 1",President,,,Joseph Kishore,1,0,0,1
Leelanau,"Bingham Township, Precinct 1",President,,,Cornel West,1,0,0,1
Leelanau,"Bingham Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Leelanau,"Bingham Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Leelanau,"Bingham Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Leelanau,"Bingham Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Leelanau,"Bingham Township, Precinct 1",President,,,Write-ins,2,0,0,2
Leelanau,"Centerville Township, Precinct 1",President,,DEM,Kamala D. Harris,132,270,67,469
Leelanau,"Centerville Township, Precinct 1",President,,REP,Donald J. Trump,206,173,107,486
Leelanau,"Centerville Township, Precinct 1",President,,LIB,Chase Oliver,5,0,0,5
Leelanau,"Centerville Township, Precinct 1",President,,UST,Randall Terry,0,0,0,0
Leelanau,"Centerville Township, Precinct 1",President,,GRN,Jill Stein,2,1,0,3
Leelanau,"Centerville Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,5,1,0,6
Leelanau,"Centerville Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Leelanau,"Centerville Township, Precinct 1",President,,,Cornel West,0,0,0,0
Leelanau,"Centerville Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Leelanau,"Centerville Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Leelanau,"Centerville Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Leelanau,"Centerville Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Leelanau,"Centerville Township, Precinct 1",President,,,Write-ins,2,1,0,3
Leelanau,"Cleveland Township, Precinct 1",President,,DEM,Kamala D. Harris,406,0,67,473
Leelanau,"Cleveland Township, Precinct 1",President,,REP,Donald J. Trump,290,0,91,381
Leelanau,"Cleveland Township, Precinct 1",President,,LIB,Chase Oliver,5,0,0,5
Leelanau,"Cleveland Township, Precinct 1",President,,UST,Randall Terry,0,0,0,0
Leelanau,"Cleveland Township, Precinct 1",President,,GRN,Jill Stein,2,0,0,2
Leelanau,"Cleveland Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,2,0,3,5
Leelanau,"Cleveland Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Leelanau,"Cleveland Township, Precinct 1",President,,,Cornel West,1,0,0,1
Leelanau,"Cleveland Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Leelanau,"Cleveland Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Leelanau,"Cleveland Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Leelanau,"Cleveland Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Leelanau,"Cleveland Township, Precinct 1",President,,,Write-ins,1,0,0,1
Leelanau,"Elmwood Township, Precinct 1",President,,DEM,Kamala D. Harris,291,755,172,1218
Leelanau,"Elmwood Township, Precinct 1",President,,REP,Donald J. Trump,373,429,217,1019
Leelanau,"Elmwood Township, Precinct 1",President,,LIB,Chase Oliver,2,2,0,4
Leelanau,"Elmwood Township, Precinct 1",President,,UST,Randall Terry,0,0,0,0
Leelanau,"Elmwood Township, Precinct 1",President,,GRN,Jill Stein,3,3,0,6
Leelanau,"Elmwood Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,6,6,2,14
Leelanau,"Elmwood Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Leelanau,"Elmwood Township, Precinct 1",President,,,Cornel West,0,1,0,1
Leelanau,"Elmwood Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Leelanau,"Elmwood Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Leelanau,"Elmwood Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Leelanau,"Elmwood Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Leelanau,"Elmwood Township, Precinct 1",President,,,Write-ins,1,2,0,3
Leelanau,"Elmwood Township, Precinct 2",President,,DEM,Kamala D. Harris,177,450,80,707
Leelanau,"Elmwood Township, Precinct 2",President,,REP,Donald J. Trump,209,300,129,638
Leelanau,"Elmwood Township, Precinct 2",President,,LIB,Chase Oliver,4,3,1,8
Leelanau,"Elmwood Township, Precinct 2",President,,UST,Randall Terry,0,0,0,0
Leelanau,"Elmwood Township, Precinct 2",President,,GRN,Jill Stein,2,1,0,3
Leelanau,"Elmwood Township, Precinct 2",President,,NLP,Robert F. Kennedy Jr.,2,3,0,5
Leelanau,"Elmwood Township, Precinct 2",President,,,Joseph Kishore,0,0,0,0
Leelanau,"Elmwood Township, Precinct 2",President,,,Cornel West,0,0,0,0
Leelanau,"Elmwood Township, Precinct 2",President,,,Jay J. Bowman,0,0,0,0
Leelanau,"Elmwood Township, Precinct 2",President,,,Claudia De la Cruz,0,0,0,0
Leelanau,"Elmwood Township, Precinct 2",President,,,Cherunda Lynn Fox,0,0,0,0
Leelanau,"Elmwood Township, Precinct 2",President,,,Peter Sonski,2,1,0,3
Leelanau,"Elmwood Township, Precinct 2",President,,,Write-ins,2,4,0,6
Leelanau,"Empire Township, Precinct 1",President,,DEM,Kamala D. Harris,632,0,47,679
Leelanau,"Empire Township, Precinct 1",President,,REP,Donald J. Trump,327,0,64,391
Leelanau,"Empire Township, Precinct 1",President,,LIB,Chase Oliver,3,0,1,4
Leelanau,"Empire Township, Precinct 1",President,,UST,Randall Terry,0,0,0,0
Leelanau,"Empire Township, Precinct 1",President,,GRN,Jill Stein,3,0,0,3
Leelanau,"Empire Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,2,0,0,2
Leelanau,"Empire Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Leelanau,"Empire Township, Precinct 1",President,,,Cornel West,0,0,0,0
Leelanau,"Empire Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Leelanau,"Empire Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Leelanau,"Empire Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Leelanau,"Empire Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Leelanau,"Empire Township, Precinct 1",President,,,Write-ins,4,0,0,4
Leelanau,"Glen Arbor Township, Precinct 1",President,,DEM,Kamala D. Harris,139,291,37,467
Leelanau,"Glen Arbor Township, Precinct 1",President,,REP,Donald J. Trump,101,171,32,304
Leelanau,"Glen Arbor Township, Precinct 1",President,,LIB,Chase Oliver,1,2,0,3
Leelanau,"Glen Arbor Township, Precinct 1",President,,UST,Randall Terry,1,0,0,1
Leelanau,"Glen Arbor Township, Precinct 1",President,,GRN,Jill Stein,1,1,0,2
Leelanau,"Glen Arbor Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,0,2,0,2
Leelanau,"Glen Arbor Township, Precinct 1",President,,,Joseph Kishore,1,0,0,1
Leelanau,"Glen Arbor Township, Precinct 1",President,,,Cornel West,0,0,0,0
Leelanau,"Glen Arbor Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Leelanau,"Glen Arbor Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Leelanau,"Glen Arbor Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Leelanau,"Glen Arbor Township, Precinct 1",President,,,Peter Sonski,1,0,0,1
Leelanau,"Glen Arbor Township, Precinct 1",President,,,Write-ins,1,3,0,4
Leelanau,"Kasson Township, Precinct 1",President,,DEM,Kamala D. Harris,469,0,49,518
Leelanau,"Kasson Township, Precinct 1",President,,REP,Donald J. Trump,533,0,113,646
Leelanau,"Kasson Township, Precinct 1",President,,LIB,Chase Oliver,8,0,0,8
Leelanau,"Kasson Township, Precinct 1",President,,UST,Randall Terry,2,0,0,2
Leelanau,"Kasson Township, Precinct 1",President,,GRN,Jill Stein,7,0,0,7
Leelanau,"Kasson Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,7,0,1,8
Leelanau,"Kasson Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Leelanau,"Kasson Township, Precinct 1",President,,,Cornel West,0,0,0,0
Leelanau,"Kasson Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Leelanau,"Kasson Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Leelanau,"Kasson Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Leelanau,"Kasson Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Leelanau,"Kasson Township, Precinct 1",President,,,Write-ins,4,0,0,4
Leelanau,"Leelanau Township, Precinct 1",President,,DEM,Kamala D. Harris,313,667,141,1121
Leelanau,"Leelanau Township, Precinct 1",President,,REP,Donald J. Trump,208,272,180,660
Leelanau,"Leelanau Township, Precinct 1",President,,LIB,Chase Oliver,2,2,0,4
Leelanau,"Leelanau Township, Precinct 1",President,,UST,Randall Terry,0,1,0,1
Leelanau,"Leelanau Township, Precinct 1",President,,GRN,Jill Stein,4,2,0,6
Leelanau,"Leelanau Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,4,2,1,7
Leelanau,"Leelanau Township, Precinct 1",President,,,Joseph Kishore,1,0,0,1
Leelanau,"Leelanau Township, Precinct 1",President,,,Cornel West,0,0,1,1
Leelanau,"Leelanau Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Leelanau,"Leelanau Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Leelanau,"Leelanau Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Leelanau,"Leelanau Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Leelanau,"Leelanau Township, Precinct 1",President,,,Write-ins,1,0,1,2
Leelanau,"Leland Township, Precinct 1",President,,DEM,Kamala D. Harris,197,553,147,897
Leelanau,"Leland Township, Precinct 1",President,,REP,Donald J. Trump,190,363,211,764
Leelanau,"Leland Township, Precinct 1",President,,LIB,Chase Oliver,1,3,0,4
Leelanau,"Leland Township, Precinct 1",President,,UST,Randall Terry,2,0,0,2
Leelanau,"Leland Township, Precinct 1",President,,GRN,Jill Stein,1,0,1,2
Leelanau,"Leland Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,4,4,1,9
Leelanau,"Leland Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Leelanau,"Leland Township, Precinct 1",President,,,Cornel West,2,0,0,2
Leelanau,"Leland Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Leelanau,"Leland Township, Precinct 1",President,,,Claudia De la Cruz,0,1,0,1
Leelanau,"Leland Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Leelanau,"Leland Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Leelanau,"Leland Township, Precinct 1",President,,,Write-ins,0,2,0,2
Leelanau,"Solon Township, Precinct 1",President,,DEM,Kamala D. Harris,176,261,84,521
Leelanau,"Solon Township, Precinct 1",President,,REP,Donald J. Trump,303,187,150,640
Leelanau,"Solon Township, Precinct 1",President,,LIB,Chase Oliver,0,2,0,2
Leelanau,"Solon Township, Precinct 1",President,,UST,Randall Terry,0,0,0,0
Leelanau,"Solon Township, Precinct 1",President,,GRN,Jill Stein,4,1,0,5
Leelanau,"Solon Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,1,2,0,3
Leelanau,"Solon Township, Precinct 1",President,,,Joseph Kishore,1,1,0,2
Leelanau,"Solon Township, Precinct 1",President,,,Cornel West,1,1,0,2
